QR_Data,Alphanum_text,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,0OF,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,GLH,
http://boofcv.org,09E,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
http://boofcv.org,0OF,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,0OF,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,0OF,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09F,
http://boofcv.org,09E,
http://boofcv.org,09E,
QR_Data,Alphanum_text,
http://boofcv.org,09E,
http://boofcv.org,0OF,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,0OF,
http://boofcv.org,09F,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
http://boofcv.org,0OE,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
QR_Data,Alphanum_text,
http://boofcv.org,09E,
http://boofcv.org,LRH,
http://boofcv.org,NOK,
http://boofcv.org,HOF,
http://boofcv.org,09E,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
http://boofcv.org,09E,
http://boofcv.org,0OF,
http://boofcv.org,0OF,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
QR_Data,Alphanum_text,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
http://boofcv.org,09E,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
QR_Data,Alphanum_text,
http://boofcv.org,NOE,
http://boofcv.org,0OF,
http://boofcv.org,NOL,
http://boofcv.org,N4D,
http://boofcv.org,49S,
